title,full_text,link,image
GCUT,"GCUT
초여름을 준비하며
지컷 데이
단 하루, 최대 70% 할인 + 10% 할인 쿠폰
BUY NOW",,https://image.shinsegaev.com/upload/C00001/s3/dspl/banner/1010/898/00/260400000714898_20260428095511.jpg?cVer=28095511&RS=1920&SP=1
"초여름을 준비하며
지컷 데이","초여름을 준비하며
지컷 데이",,
"단 하루, 최대 70% 할인 + 10% 할인 쿠폰","단 하루, 최대 70% 할인 + 10% 할인 쿠폰",,
BUY NOW,BUY NOW,javascript:void(0);,
MIU MIU & more,"MIU MIU & more
선물하기 좋은
럭셔리 기프트 데이
단 하루, 지갑부터 백까지. 기프트 큐레이션 ~60% 할인 + 쿠폰
BUY NOW",,https://image.shinsegaev.com/upload/C00001/s3/dspl/banner/1010/967/00/260400000718967_20260429100549.jpg?RS=1920&SP=1
"선물하기 좋은
럭셔리 기프트 데이","선물하기 좋은
럭셔리 기프트 데이",,
"단 하루, 지갑부터 백까지. 기프트 큐레이션 ~60% 할인 + 쿠폰","단 하루, 지갑부터 백까지. 기프트 큐레이션 ~60% 할인 + 쿠폰",,
"마음을 나누는 5월
THANKS GIFTING
감사함과 사랑을 전하는 가정의 달, 기프트 쇼핑쿠폰 + 더블쿠","마음을 나누는 5월
THANKS GIFTING
감사함과 사랑을 전하는 가정의 달, 기프트 쇼핑쿠폰 + 더블쿠폰 혜택
BUY NOW",,https://image.shinsegaev.com/upload/C00001/s3/dspl/banner/8910/092/10/260400000719092_20260429153415.jpg?cVer=29033416&RS=1920&SP=1
"마음을 나누는 5월
THANKS GIFTING","마음을 나누는 5월
THANKS GIFTING",,
"감사함과 사랑을 전하는 가정의 달, 기프트 쇼핑쿠폰 + 더블쿠폰 혜택","감사함과 사랑을 전하는 가정의 달, 기프트 쇼핑쿠폰 + 더블쿠폰 혜택",,
BALLON DE PARIS & more,"BALLON DE PARIS & more
만나서 반가워요
5월의 신규 브랜드
신규 입점 기념 혜택, 최대 69% 할인 + ~20% 쿠폰 + 5% 페이백
BUY NOW",,https://image.shinsegaev.com/upload/C00001/s3/dspl/banner/1010/265/00/260400000718265_20260428091808.jpg?RS=1920&SP=1
"만나서 반가워요
5월의 신규 브랜드","만나서 반가워요
5월의 신규 브랜드",,
"신규 입점 기념 혜택, 최대 69% 할인 + ~20% 쿠폰 + 5% 페이백","신규 입점 기념 혜택, 최대 69% 할인 + ~20% 쿠폰 + 5% 페이백",,
DIPTYQUE,"DIPTYQUE
가로수길에서 이어지는
딥티크의 향기
신세계V 향수전문관에서 딥티크 구매하고, 가로수길 플래그십 스토어 방문하면 캔들 증정
BUY NOW",,https://image.shinsegaev.com/upload/C00001/s3/dspl/banner/8910/107/10/260400000719107_20260429130510.jpg?RS=1920&SP=1
"가로수길에서 이어지는
딥티크의 향기","가로수길에서 이어지는
딥티크의 향기",,
"신세계V 향수전문관에서 딥티크 구매하고, 가로수길 플래그십 스토어 방문하면 캔들 증정","신세계V 향수전문관에서 딥티크 구매하고, 가로수길 플래그십 스토어 방문하면 캔들 증정",,
TANI by MINETANI & more,"TANI by MINETANI & more
사랑을 담아 건네는
찬란한 마스터 피스
주얼리 기프트 큐레이션, 최대 50% 할인 혜택
BUY NOW",,https://image.shinsegaev.com/upload/C00001/s3/dspl/banner/1010/863/00/260400000716863_20260422160029.jpg?cVer=22040039&RS=1920&SP=1
"사랑을 담아 건네는
찬란한 마스터 피스","사랑을 담아 건네는
찬란한 마스터 피스",,
"주얼리 기프트 큐레이션, 최대 50% 할인 혜택","주얼리 기프트 큐레이션, 최대 50% 할인 혜택",,
DEW E DEW E & more,"DEW E DEW E & more
그녀의 웃음을
약속할 기프트 셀렉션
여성 패션 기프트 스페셜, 최대 70% 할인 + 최대 20% 쿠폰
BUY NOW",,https://image.shinsegaev.com/upload/C00001/s3/dspl/banner/1010/179/00/260400000719179_20260429141551.jpg?RS=1920&SP=1
"그녀의 웃음을
약속할 기프트 셀렉션","그녀의 웃음을
약속할 기프트 셀렉션",,
"여성 패션 기프트 스페셜, 최대 70% 할인 + 최대 20% 쿠폰","여성 패션 기프트 스페셜, 최대 70% 할인 + 최대 20% 쿠폰",,
TWG TEA & more,"TWG TEA & more
하루의 여유로움을
선물하는 방법
커피/티 기프팅 큐레이션 최대 72% 할인 + ~10% 쿠폰
BUY NOW",,https://image.shinsegaev.com/upload/C00001/s3/dspl/banner/1010/014/00/260400000719014_20260429104223.jpg?RS=1920&SP=1
"하루의 여유로움을
선물하는 방법","하루의 여유로움을
선물하는 방법",,
커피/티 기프팅 큐레이션 최대 72% 할인 + ~10% 쿠폰,커피/티 기프팅 큐레이션 최대 72% 할인 + ~10% 쿠폰,,
SAINT JAMES & more,"SAINT JAMES & more
다정한 인사와 감사를
건네줄 기프트
의류부터 액세사리까지, 최대 70% 할인 취향까지 담아 전하는 인사
BUY NOW",,https://image.shinsegaev.com/upload/C00001/s3/dspl/banner/1010/082/00/260400000718082_20260427141152.jpg?RS=1920&SP=1
"다정한 인사와 감사를
건네줄 기프트","다정한 인사와 감사를
건네줄 기프트",,
"의류부터 액세사리까지, 최대 70% 할인 취향까지 담아 전하는 인사","의류부터 액세사리까지, 최대 70% 할인 취향까지 담아 전하는 인사",,
KYUKMUL GONGBOO & more,"KYUKMUL GONGBOO & more
일상에 취향을 더하는
선물을 골라보세요
감사를 전하는 라이프 기프트 셀렉션, 최대 75% 할인 + 12% 쿠폰
BUY NOW",,https://image.shinsegaev.com/upload/C00001/s3/dspl/banner/1010/897/00/260400000717897_20260427101627.jpg?RS=1920&SP=1
"일상에 취향을 더하는
선물을 골라보세요","일상에 취향을 더하는
선물을 골라보세요",,
"감사를 전하는 라이프 기프트 셀렉션, 최대 75% 할인 + 12% 쿠폰","감사를 전하는 라이프 기프트 셀렉션, 최대 75% 할인 + 12% 쿠폰",,
ACQUA DI PARMA & more,"ACQUA DI PARMA & more
향기만큼
오래 기억될
선물 있을까요
향수/디퓨저/캔들, ~50% 할인
+ 기프트박스 & 쇼핑백 구성
BUY NOW
CREED
와일드 베티베 50ml
10%
387,000
MAISON MARGIELA FRAGRANCES
레이지 선데이 모닝 EDT 100ML
10%
198,000
ACQUA DI PARMA
본조르노 오 드",,https://image.shinsegaev.com/upload/C00001/s3/dspl/banner/1010/038/00/260400000712038_20260410093808.jpg?cVer=22092105&RS=750&SP=1
"향기만큼
오래 기억될
선물 있을까요","향기만큼
오래 기억될
선물 있을까요",,
"향수/디퓨저/캔들, ~50% 할인
+ 기프트박스 & 쇼핑백 구성","향수/디퓨저/캔들, ~50% 할인
+ 기프트박스 & 쇼핑백 구성",,
"CREED
와일드 베티베 50ml
10%
387,000
MAISON MARGIELA FRAGRANCES
레이","CREED
와일드 베티베 50ml
10%
387,000
MAISON MARGIELA FRAGRANCES
레이지 선데이 모닝 EDT 100ML
10%
198,000
ACQUA DI PARMA
본조르노 오 드 퍼퓸 100ml
10%
369,000",,https://image.shinsegaev.com/upload/C00001/s3/goods/org/635/260210142457635.jpg?RS=290&SP=1
