title,full_text,link,image
ODENSE & more,"ODENSE & more
테이블 웨어
브랜드데이
단 하루, ~81% + 금액대별 사은품 + 더블쿠폰
자세히 보기",,https://image.shinsegaev.com/upload/C00001/s3/dspl/banner/1010/478/00/260700000747478_20260723092923.jpg?RS=1920&SP=1
"테이블 웨어
브랜드데이","테이블 웨어
브랜드데이",,
"단 하루, ~81% + 금액대별 사은품 + 더블쿠폰","단 하루, ~81% + 금액대별 사은품 + 더블쿠폰",,
자세히 보기,자세히 보기,javascript:void(0);,
LOUIS POULSEN & more,"LOUIS POULSEN & more
디자인 조명
브랜드데이
단 하루, ~20% + ~10% 쿠폰 + 5% 페이백
자세히 보기",,https://image.shinsegaev.com/upload/C00001/s3/dspl/banner/1010/524/00/260700000747524_20260723093620.jpg?RS=1920&SP=1
"디자인 조명
브랜드데이","디자인 조명
브랜드데이",,
"단 하루, ~20% + ~10% 쿠폰 + 5% 페이백","단 하루, ~20% + ~10% 쿠폰 + 5% 페이백",,
Bath & Body Works,"Bath & Body Works
여름 일상을
함께할 향기들
배스앤바디웍스 빅세일, ~60% 할인
자세히 보기",,https://image.shinsegaev.com/upload/C00001/s3/dspl/banner/1010/637/00/260700000744637_20260720135700.jpg?RS=1920&SP=1
"여름 일상을
함께할 향기들","여름 일상을
함께할 향기들",,
"배스앤바디웍스 빅세일, ~60% 할인","배스앤바디웍스 빅세일, ~60% 할인",,
"홈캉스 준비 끝
라이프 스페셜 위크
릴레이 브랜드데이 + 최대 10% 쇼핑백 쿠폰
자세히 보기","홈캉스 준비 끝
라이프 스페셜 위크
릴레이 브랜드데이 + 최대 10% 쇼핑백 쿠폰
자세히 보기",,https://image.shinsegaev.com/upload/C00001/s3/dspl/banner/8910/382/10/260700000753382_20260724161817.jpg?RS=1920&SP=1
"홈캉스 준비 끝
라이프 스페셜 위크
릴레이 브랜드데이 + 최대 10% 쇼핑백 쿠폰","홈캉스 준비 끝
라이프 스페셜 위크
릴레이 브랜드데이 + 최대 10% 쇼핑백 쿠폰",javascript:void(0);,
"홈캉스 준비 끝
라이프 스페셜 위크","홈캉스 준비 끝
라이프 스페셜 위크",,
릴레이 브랜드데이 + 최대 10% 쇼핑백 쿠폰,릴레이 브랜드데이 + 최대 10% 쇼핑백 쿠폰,,
MIKO,"MIKO
한여름의 반짝이는
기억을 남기다
미꼬 라스트 서머세일, ~33% 할인
자세히 보기",,https://image.shinsegaev.com/upload/C00001/s3/dspl/banner/1010/353/00/260700000747353_20260722160829.jpg?RS=1920&SP=1
"한여름의 반짝이는
기억을 남기다","한여름의 반짝이는
기억을 남기다",,
"미꼬 라스트 서머세일, ~33% 할인","미꼬 라스트 서머세일, ~33% 할인",,
ILAIL,"ILAIL
앞서 준비하면
더 큰 혜택으로
역시즌 특가 ~70% 할인 찬스
자세히 보기",,https://image.shinsegaev.com/upload/C00001/s3/dspl/banner/1010/870/00/260700000739870_20260715135809.png?cVer=15015809&RS=1920&SP=1
"앞서 준비하면
더 큰 혜택으로","앞서 준비하면
더 큰 혜택으로",,
역시즌 특가 ~70% 할인 찬스,역시즌 특가 ~70% 할인 찬스,,
DUNST,"DUNST
여름을 닮은
던스트의 무드
서머 컬렉션 단독 할인, ~60% + 쿠폰
자세히 보기",,https://image.shinsegaev.com/upload/C00001/s3/dspl/banner/1010/238/00/260700000747238_20260722145939.jpg?RS=1920&SP=1
"여름을 닮은
던스트의 무드","여름을 닮은
던스트의 무드",,
"서머 컬렉션 단독 할인, ~60% + 쿠폰","서머 컬렉션 단독 할인, ~60% + 쿠폰",,
AROMATICA & more,"AROMATICA & more
쿨한 진정이 필요한
무더운 여름밤
열대야 극복, ~70% 할인 + 쿠폰팩 + 사은품
자세히 보기",,https://image.shinsegaev.com/upload/C00001/s3/dspl/banner/1010/113/00/260700000747113_20260722140707.jpg?RS=1920&SP=1
"쿨한 진정이 필요한
무더운 여름밤","쿨한 진정이 필요한
무더운 여름밤",,
"열대야 극복, ~70% 할인 + 쿠폰팩 + 사은품","열대야 극복, ~70% 할인 + 쿠폰팩 + 사은품",,
EENK & more,"EENK & more
남은 더위 식혀줄
아울렛 특가
여성 패션, ~65% 할인 + 쿠폰
자세히 보기",,https://image.shinsegaev.com/upload/C00001/s3/dspl/banner/1010/609/00/260700000747609_20260723102550.jpg?RS=1920&SP=1
"남은 더위 식혀줄
아울렛 특가","남은 더위 식혀줄
아울렛 특가",,
"여성 패션, ~65% 할인 + 쿠폰","여성 패션, ~65% 할인 + 쿠폰",,
MAISON MARGIELA FRAGRANCES & more,"MAISON MARGIELA FRAGRANCES & more
무더운 공기를
산뜻하게 채울 향
~80% 할인 + 쿠폰팩 + 사은품
자세히 보기",,https://image.shinsegaev.com/upload/C00001/s3/dspl/banner/1010/470/00/260700000745470_20260721152626.jpg?RS=1920&SP=1
"무더운 공기를
산뜻하게 채울 향","무더운 공기를
산뜻하게 채울 향",,
~80% 할인 + 쿠폰팩 + 사은품,~80% 할인 + 쿠폰팩 + 사은품,,
MAISON MARGIELA FRAGRANCES,"MAISON MARGIELA FRAGRANCES
향으로 그려내는
기억 속
선명한 풍경
전 상품 20% 쿠폰 + 사은품 혜택
자세히 보기
MAISON MARGIELA FRAGRANCES
체이싱 선셋 EDT 100ML
10%
216,000
MAISON MARGIELA FRAGRANCES
체이싱 선셋 EDT 30ML
10%
116,100
MAISON MARGIE",,https://image.shinsegaev.com/upload/C00001/s3/dspl/banner/1010/550/00/260700000745550_20260721163728.jpg?RS=750&SP=1
"향으로 그려내는
기억 속
선명한 풍경","향으로 그려내는
기억 속
선명한 풍경",,
전 상품 20% 쿠폰 + 사은품 혜택,전 상품 20% 쿠폰 + 사은품 혜택,,
"MAISON MARGIELA FRAGRANCES
체이싱 선셋 EDT 100ML
10%
216,000
MAIS","MAISON MARGIELA FRAGRANCES
체이싱 선셋 EDT 100ML
10%
216,000
MAISON MARGIELA FRAGRANCES
체이싱 선셋 EDT 30ML
10%
116,100
MAISON MARGIELA FRAGRANCES
CH.1 블레이즈 오브 스틸니스 퍼퓸 75ML
10%
504,000",,https://image.shinsegaev.com/upload/C00001/s3/goods/org/730/260612166455730.jpg?RS=290&SP=1
NUAVO,"NUAVO
섬세한
빛의 언어로
나를 설명하다
~35% 할인 + 10% 쿠폰
자세히 보기
NUAVO
누아보 로즈 체인드롭 실버 네크리스
28%
142,560
NUAVO
누아보 클래시 블루 로즈 네크리스
28%
121,680
NUAVO
누아보 오벌 소프트 쉘 브레이슬릿
28%
136,080",,https://image.shinsegaev.com/upload/C00001/s3/dspl/banner/1010/492/00/260700000745492_20260721154315.jpg?RS=750&SP=1
"섬세한
빛의 언어로
나를 설명하다","섬세한
빛의 언어로
나를 설명하다",,
~35% 할인 + 10% 쿠폰,~35% 할인 + 10% 쿠폰,,
"NUAVO
누아보 로즈 체인드롭 실버 네크리스
28%
142,560
NUAVO
누아보 클래시 블루 로즈 네크","NUAVO
누아보 로즈 체인드롭 실버 네크리스
28%
142,560
NUAVO
누아보 클래시 블루 로즈 네크리스
28%
121,680
NUAVO
누아보 오벌 소프트 쉘 브레이슬릿
28%
136,080",,https://image.shinsegaev.com/upload/C00001/s3/goods/org/611/260529163731611.png?RS=290&SP=1
LOEWE PERFUMES,"LOEWE PERFUMES
로에베
토마토 리프
핸드&바디 선론칭
아이레 수틸레사 샘플 증정 이벤트
자세히 보기
LOEWE PERFUMES
로에베 토마토 리프 바디 스크럽 200ML
5%
117,800
LOEWE PERFUMES
로에베 토마토 리프 핸드 크림 75ML
5%
80,750
LOEWE PERFUMES
로에베 아이레 수틸레사 오 드 뚜왈렛 100ML",,https://image.shinsegaev.com/upload/C00001/s3/dspl/banner/1010/683/00/260700000744683_20260720144738.jpg?RS=750&SP=1
"로에베
토마토 리프
핸드&바디 선론칭","로에베
토마토 리프
핸드&바디 선론칭",,
아이레 수틸레사 샘플 증정 이벤트,아이레 수틸레사 샘플 증정 이벤트,,
"LOEWE PERFUMES
로에베 토마토 리프 바디 스크럽 200ML
5%
117,800
LOEWE PERF","LOEWE PERFUMES
로에베 토마토 리프 바디 스크럽 200ML
5%
117,800
LOEWE PERFUMES
로에베 토마토 리프 핸드 크림 75ML
5%
80,750
LOEWE PERFUMES
로에베 아이레 수틸레사 오 드 뚜왈렛 100ML
5%
226,100",,https://image.shinsegaev.com/upload/C00001/s3/goods/org/455/260716171892455.jpg?RS=290&SP=1
EDITORIAL,"EDITORIAL
에디터가 기록한
홈캉스 다이어리
내 방은 프라이빗 시네마, 주방은 파인 다이닝, 거실은 웰니스 리조트로. 멀리 떠나지 않아도 일상의 열감을 식혀줄 서머 라이프 큐레이션. 익숙한 공간을 다채롭게 채워줄 감각적인 환기를 경험해 보세요.
자세히 보기
B&B ITALIA
[B&B italia] Le Bambole 1 seater_ Sila 100",,https://image.shinsegaev.com/upload/C00001/s3/dspl/banner/8910/271/10/260700000747271_20260722151218.jpg?RS=750&SP=1
"에디터가 기록한
홈캉스 다이어리","에디터가 기록한
홈캉스 다이어리",,
"내 방은 프라이빗 시네마, 주방은 파인 다이닝, 거실은 웰니스 리조트로. 멀리 떠나지 않아도 일상의 열감을 ","내 방은 프라이빗 시네마, 주방은 파인 다이닝, 거실은 웰니스 리조트로. 멀리 떠나지 않아도 일상의 열감을 식혀줄 서머 라이프 큐레이션. 익숙한 공간을 다채롭게 채워줄 감각적인 환기를 경험해 보세요.",,
"B&B ITALIA
[B&B italia] Le Bambole 1 seater_ Sila 100
12,040","B&B ITALIA
[B&B italia] Le Bambole 1 seater_ Sila 100
12,040,000
ALESSI
[Alessi] 알레시 드레스드 커트러리세트_24P_실버/ MW03S24
755,000
BALLON DE PARIS
[발롱드파리] 오브젝트 6 올인원 블루투스 스피커 Mk2 (5colors)
3,210,000",,https://image.shinsegaev.com/upload/C00001/s3/goods/org/658/260303145463658.png?RS=290&SP=1
"Play Video
Current Time 
0:00
영상 총 시간
00:50
자락 소파
14,950,000","Play Video
Current Time 
0:00
영상 총 시간
00:50
자락 소파
14,950,000",,https://image.shinsegaev.com/upload/C00001/s3/daily/202607/2026072709265015.png?RS=500&SP=1
"Play Video
Current Time 
0:00
영상 총 시간
00:45
[스메그] 드립커피머신 크림 ","Play Video
Current Time 
0:00
영상 총 시간
00:45
[스메그] 드립커피머신 크림 DCF02CREU
284,050",,https://image.shinsegaev.com/upload/C00001/s3/daily/202607/2026072112343818.png?RS=500&SP=1
