title,full_text,link,image
[D-1] 한정시간 최저가 도전! 지금 알림 신청하기,[D-1] 한정시간 최저가 도전! 지금 알림 신청하기,,
TWG TEA,"TWG TEA
차 한잔에 담긴 여유
TWG TEA 데이
단 하루, 최대 30% 할인 + 최대 10% 쿠폰
BUY NOW",,https://image.shinsegaev.com/upload/C00001/s3/dspl/banner/1010/191/00/260600000729191_20260601111119.jpg?RS=1920&SP=1
"차 한잔에 담긴 여유
TWG TEA 데이","차 한잔에 담긴 여유
TWG TEA 데이",,
"단 하루, 최대 30% 할인 + 최대 10% 쿠폰","단 하루, 최대 30% 할인 + 최대 10% 쿠폰",,
BUY NOW,BUY NOW,javascript:void(0);,
MAGAZINE V,"MAGAZINE V
날씨를 선명하게
그려낸 여름 옷장
고민을 덜어줄 여름 스타일링 추천, 최대 65% 할인 + 스페셜 쿠폰팩
BUY NOW",,https://image.shinsegaev.com/upload/C00001/s3/dspl/banner/8910/026/10/260600000730026_20260602164709.jpg?RS=1920&SP=1
"날씨를 선명하게
그려낸 여름 옷장","날씨를 선명하게
그려낸 여름 옷장",,
"고민을 덜어줄 여름 스타일링 추천, 최대 65% 할인 + 스페셜 쿠폰팩","고민을 덜어줄 여름 스타일링 추천, 최대 65% 할인 + 스페셜 쿠폰팩",,
PAUL SMITH & more,"PAUL SMITH & more
AI가 추천하는
여름 티셔츠
똑똑하게 엄선한 26SS 티셔츠 마스터피스 컬렉션
BUY NOW",,https://image.shinsegaev.com/upload/C00001/s3/dspl/banner/1010/459/00/260600000729459_20260602093309.jpg?RS=1920&SP=1
"AI가 추천하는
여름 티셔츠","AI가 추천하는
여름 티셔츠",,
똑똑하게 엄선한 26SS 티셔츠 마스터피스 컬렉션,똑똑하게 엄선한 26SS 티셔츠 마스터피스 컬렉션,,
GAYEON LEE & more,"GAYEON LEE & more
만나서 반가워요
6월의 신규 브랜드
입점 기념 혜택, 최대 60% 할인 + 쿠폰 + 5% 페이백
BUY NOW",,https://image.shinsegaev.com/upload/C00001/s3/dspl/banner/1010/413/00/260600000730413_20260604125056.jpg?RS=1920&SP=1
"만나서 반가워요
6월의 신규 브랜드","만나서 반가워요
6월의 신규 브랜드",,
"입점 기념 혜택, 최대 60% 할인 + 쿠폰 + 5% 페이백","입점 기념 혜택, 최대 60% 할인 + 쿠폰 + 5% 페이백",,
ILAIL,"ILAIL
담을수록 커지는 혜택
일라일 시즌오프
26SS 시즌오프 + 원데이 10% 페이백 + 최대 30% 할인
BUY NOW",,https://image.shinsegaev.com/upload/C00001/s3/dspl/banner/1010/298/00/260500000728298_20260528103451.jpg?RS=1920&SP=1
"담을수록 커지는 혜택
일라일 시즌오프","담을수록 커지는 혜택
일라일 시즌오프",,
26SS 시즌오프 + 원데이 10% 페이백 + 최대 30% 할인,26SS 시즌오프 + 원데이 10% 페이백 + 최대 30% 할인,,
BRUNELLO CUCINELLI & more,"BRUNELLO CUCINELLI & more
매주 새로운
럭셔리 아울렛 베스트
아울렛 BEST 100 아이템, 프리미엄 서머 티셔츠 제안
BUY NOW",,https://image.shinsegaev.com/upload/C00001/s3/dspl/banner/1010/523/00/260600000729523_20260602102006.jpg?RS=1920&SP=1
"매주 새로운
럭셔리 아울렛 베스트","매주 새로운
럭셔리 아울렛 베스트",,
"아울렛 BEST 100 아이템, 프리미엄 서머 티셔츠 제안","아울렛 BEST 100 아이템, 프리미엄 서머 티셔츠 제안",,
JAJU,"JAJU
시원한 여름밤을
약속할 자주 파자마
여름 숙면을 위한 잠옷, 최대 20% 할인
BUY NOW",,https://image.shinsegaev.com/upload/C00001/s3/dspl/banner/1010/195/00/260600000731195_20260604145232.jpg?RS=1920&SP=1
"시원한 여름밤을
약속할 자주 파자마","시원한 여름밤을
약속할 자주 파자마",,
"여름 숙면을 위한 잠옷, 최대 20% 할인","여름 숙면을 위한 잠옷, 최대 20% 할인",,
BIODERMA & more,"BIODERMA & more
저자극 세정으로
피지를 말끔하게
저자극 스킨/헤어/바디 클렌징, ~71% 할인 + 쿠폰팩 + 사은품
BUY NOW",,https://image.shinsegaev.com/upload/C00001/s3/dspl/banner/1010/164/00/260600000730164_20260604091133.jpg?RS=1920&SP=1
"저자극 세정으로
피지를 말끔하게","저자극 세정으로
피지를 말끔하게",,
"저자극 스킨/헤어/바디 클렌징, ~71% 할인 + 쿠폰팩 + 사은품","저자극 스킨/헤어/바디 클렌징, ~71% 할인 + 쿠폰팩 + 사은품",,
NUAVO,"NUAVO
새로운 취향의 시작
누아보 론칭
26 서머 컬렉션, 신세계V 단독 론칭 기념 스페셜 혜택
BUY NOW",,https://image.shinsegaev.com/upload/C00001/s3/dspl/banner/1010/543/00/260600000729543_20260602111517.jpg?RS=1920&SP=1
"새로운 취향의 시작
누아보 론칭","새로운 취향의 시작
누아보 론칭",,
"26 서머 컬렉션, 신세계V 단독 론칭 기념 스페셜 혜택","26 서머 컬렉션, 신세계V 단독 론칭 기념 스페셜 혜택",,
