title,full_text,link,image
최대 30% 페이백 혜택 확인하기,최대 30% 페이백 혜택 확인하기,,
SAINT JAMES & more,"SAINT JAMES & more
잘 고른 여름의 한 장
서머 티셔츠 데이
단 하루, 최대 70% 할인 다채로운 컬러와 매일 다른 스타일
BUY NOW",,https://image.shinsegaev.com/upload/C00001/s3/dspl/banner/1010/541/00/260600000732541_20260610132914.jpg?RS=1920&SP=1
"잘 고른 여름의 한 장
서머 티셔츠 데이","잘 고른 여름의 한 장
서머 티셔츠 데이",,
"단 하루, 최대 70% 할인 다채로운 컬러와 매일 다른 스타일","단 하루, 최대 70% 할인 다채로운 컬러와 매일 다른 스타일",,
BUY NOW,BUY NOW,javascript:void(0);,
JAJU,"JAJU
여름의 가벼운 일상
자주 어패럴 데이
단 하루, 최대 20% 할인 + 시즌오프 + 15% 페이백 + 쿠폰
BUY NOW",,https://image.shinsegaev.com/upload/C00001/s3/dspl/banner/1010/759/00/260600000732759_20260610143225.jpg?RS=1920&SP=1
"여름의 가벼운 일상
자주 어패럴 데이","여름의 가벼운 일상
자주 어패럴 데이",,
"단 하루, 최대 20% 할인 + 시즌오프 + 15% 페이백 + 쿠폰","단 하루, 최대 20% 할인 + 시즌오프 + 15% 페이백 + 쿠폰",,
할리데이비슨 컬렉션스®,"할리데이비슨 컬렉션스®
자유로움의 상징
할리데이비슨 데이
단 하루, 인기 아이템 30% 페이백 + 스페셜 쿠폰
BUY NOW",,https://image.shinsegaev.com/upload/C00001/s3/dspl/banner/1010/426/00/260600000733426_20260618153951.jpg?cVer=18033951&RS=1920&SP=1
"자유로움의 상징
할리데이비슨 데이","자유로움의 상징
할리데이비슨 데이",,
"단 하루, 인기 아이템 30% 페이백 + 스페셜 쿠폰","단 하루, 인기 아이템 30% 페이백 + 스페셜 쿠폰",,
JESUS ON THE WATER & more,"JESUS ON THE WATER & more
가볍고 산뜻한 발걸음
여름 슈즈 데이
단 하루, 최대 70% 할인 + 쿠폰 + 페이백
BUY NOW",,https://image.shinsegaev.com/upload/C00001/s3/dspl/banner/1010/433/00/260600000733433_20260611095635.jpg?RS=1920&SP=1
"가볍고 산뜻한 발걸음
여름 슈즈 데이","가볍고 산뜻한 발걸음
여름 슈즈 데이",,
